layer_idx,module_type,layer_name,max_val,min_val,mean_val,kurtosis
23,Attention,self_attn.o_proj,4.125,-7.625,0.16856894,8.444458
23,MLP,mlp.gate_proj,53.5,-8.6875,0.52432156,64.021324
23,MLP,mlp.up_proj,53.5,-8.6875,0.52432156,64.021324
23,MLP,mlp.down_proj,11.375,-14.25,0.08492273,212.05995
24,Attention,self_attn.q_proj,48.75,-9.0,0.5474566,36.297783
24,Attention,self_attn.k_proj,48.75,-9.0,0.5474566,36.297783
24,Attention,self_attn.v_proj,48.75,-9.0,0.5474566,36.297783
24,Attention,self_attn.o_proj,6.625,-9.0625,0.08715992,63.235237
24,MLP,mlp.gate_proj,48.5,-9.25,0.5765506,29.868992
24,MLP,mlp.up_proj,48.5,-9.25,0.5765506,29.868992
24,MLP,mlp.down_proj,30.75,-15.375,0.09433551,668.76117
25,Attention,self_attn.q_proj,46.25,-9.75,0.6120652,20.47037
25,Attention,self_attn.k_proj,46.25,-9.75,0.6120652,20.47037
25,Attention,self_attn.v_proj,46.25,-9.75,0.6120652,20.47037
25,Attention,self_attn.o_proj,4.40625,-5.34375,0.08727401,27.131176
25,MLP,mlp.gate_proj,46.0,-9.9375,0.63061863,18.15804
25,MLP,mlp.up_proj,46.0,-9.9375,0.63061863,18.15804
25,MLP,mlp.down_proj,43.0,-21.125,0.10562784,665.18097
26,Attention,self_attn.q_proj,44.25,-10.5,0.67972803,12.256637
26,Attention,self_attn.k_proj,44.25,-10.5,0.67972803,12.256637
26,Attention,self_attn.v_proj,44.25,-10.5,0.67972803,12.256637
26,Attention,self_attn.o_proj,3.46875,-2.625,0.07852117,17.642035
26,MLP,mlp.gate_proj,44.25,-10.75,0.6926032,11.496155
26,MLP,mlp.up_proj,44.25,-10.75,0.6926032,11.496155
26,MLP,mlp.down_proj,21.5,-40.25,0.12592824,617.3952
27,Attention,self_attn.q_proj,42.5,-10.5,0.7385558,8.118573
27,Attention,self_attn.k_proj,42.5,-10.5,0.7385558,8.118573
27,Attention,self_attn.v_proj,42.5,-10.5,0.7385558,8.118573
27,Attention,self_attn.o_proj,3.984375,-3.828125,0.07901907,21.540754
27,MLP,mlp.gate_proj,42.5,-10.6875,0.76321006,7.070281
27,MLP,mlp.up_proj,42.5,-10.6875,0.76321006,7.070281
27,MLP,mlp.down_proj,73.0,-70.0,0.15443271,2204.1323
28,Attention,self_attn.q_proj,41.75,-10.25,0.80120456,5.5530386
28,Attention,self_attn.k_proj,41.75,-10.25,0.80120456,5.5530386
28,Attention,self_attn.v_proj,41.75,-10.25,0.80120456,5.5530386
28,Attention,self_attn.o_proj,4.03125,-4.25,0.10783991,17.319387
28,MLP,mlp.gate_proj,41.75,-10.1875,0.83062446,4.91864
28,MLP,mlp.up_proj,41.75,-10.1875,0.83062446,4.91864
28,MLP,mlp.down_proj,121.0,-83.0,0.27949795,790.3077
29,Attention,self_attn.q_proj,39.75,-9.1875,0.8530488,4.707781
29,Attention,self_attn.k_proj,39.75,-9.1875,0.8530488,4.707781
29,Attention,self_attn.v_proj,39.75,-9.1875,0.8530488,4.707781
29,Attention,self_attn.o_proj,3.5,-2.84375,0.08812513,17.523962
29,MLP,mlp.gate_proj,39.25,-14.125,0.85834193,6.053958
29,MLP,mlp.up_proj,39.25,-14.125,0.85834193,6.053958
29,MLP,mlp.down_proj,37.75,-32.5,0.2601652,106.67953
0,Attention,self_attn.q_proj,0.203125,-0.203125,0.019457614,0.39664102
0,Attention,self_attn.k_proj,0.203125,-0.203125,0.019457614,0.39664102
0,Attention,self_attn.v_proj,0.203125,-0.203125,0.019457614,0.39664102
0,Attention,self_attn.o_proj,0.40039062,-0.40234375,0.0038657417,167.24907
0,MLP,mlp.gate_proj,0.6875,-0.41796875,0.01604555,56.743336
0,MLP,mlp.up_proj,0.6875,-0.41796875,0.01604555,56.743336
0,MLP,mlp.down_proj,0.10839844,-0.033447266,0.0001677589,3529.5205
1,Attention,self_attn.q_proj,1.171875,-0.9765625,0.028109478,23.822758
1,Attention,self_attn.k_proj,1.171875,-0.9765625,0.028109478,23.822758
1,Attention,self_attn.v_proj,1.171875,-0.9765625,0.028109478,23.822758
1,Attention,self_attn.o_proj,0.3828125,-0.40234375,0.0055315336,44.117718
1,MLP,mlp.gate_proj,1.234375,-1.0390625,0.03207171,19.930733
1,MLP,mlp.up_proj,1.234375,-1.0390625,0.03207171,19.930733
1,MLP,mlp.down_proj,0.55859375,-0.16113281,0.00043179942,33536.24
2,Attention,self_attn.q_proj,1.421875,-1.578125,0.04342999,14.427887
2,Attention,self_attn.k_proj,1.421875,-1.578125,0.04342999,14.427887
2,Attention,self_attn.v_proj,1.421875,-1.578125,0.04342999,14.427887
2,Attention,self_attn.o_proj,0.49023438,-1.3984375,0.0071713617,593.70984
2,MLP,mlp.gate_proj,1.484375,-1.7578125,0.048934534,11.7942915
2,MLP,mlp.up_proj,1.484375,-1.7578125,0.048934534,11.7942915
2,MLP,mlp.down_proj,0.29101562,-2.09375,0.0008448943,280801.7
3,Attention,self_attn.q_proj,3.140625,-2.359375,0.06156889,11.48004
3,Attention,self_attn.k_proj,3.140625,-2.359375,0.06156889,11.48004
3,Attention,self_attn.v_proj,3.140625,-2.359375,0.06156889,11.48004
3,Attention,self_attn.o_proj,0.953125,-2.078125,0.009640822,1046.2284
3,MLP,mlp.gate_proj,3.34375,-2.59375,0.06824473,10.211797
3,MLP,mlp.up_proj,3.34375,-2.59375,0.06824473,10.211797
3,MLP,mlp.down_proj,0.6953125,-0.640625,0.001636182,1934.1995
4,Attention,self_attn.q_proj,3.5625,-2.796875,0.08715662,9.489218
4,Attention,self_attn.k_proj,3.5625,-2.796875,0.08715662,9.489218
4,Attention,self_attn.v_proj,3.5625,-2.796875,0.08715662,9.489218
4,Attention,self_attn.o_proj,1.15625,-0.890625,0.012823404,121.37564
4,MLP,mlp.gate_proj,3.828125,-2.96875,0.09651912,8.128375
4,MLP,mlp.up_proj,3.828125,-2.96875,0.09651912,8.128375
4,MLP,mlp.down_proj,0.515625,-1.328125,0.0029542125,1211.3954
5,Attention,self_attn.q_proj,4.125,-3.03125,0.11158081,6.0752716
5,Attention,self_attn.k_proj,4.125,-3.03125,0.11158081,6.0752716
5,Attention,self_attn.v_proj,4.125,-3.03125,0.11158081,6.0752716
5,Attention,self_attn.o_proj,1.3828125,-1.578125,0.023175603,37.172234
5,MLP,mlp.gate_proj,4.15625,-2.984375,0.120475985,5.9993696
5,MLP,mlp.up_proj,4.15625,-2.984375,0.120475985,5.9993696
5,MLP,mlp.down_proj,0.8515625,-1.8125,0.0058003073,435.78775
6,Attention,self_attn.q_proj,4.875,-3.21875,0.14259396,6.4096613
6,Attention,self_attn.k_proj,4.875,-3.21875,0.14259396,6.4096613
6,Attention,self_attn.v_proj,4.875,-3.21875,0.14259396,6.4096613
6,Attention,self_attn.o_proj,1.171875,-1.2421875,0.040830236,11.750843
6,MLP,mlp.gate_proj,5.3125,-3.375,0.15986729,6.633381
6,MLP,mlp.up_proj,5.3125,-3.375,0.15986729,6.633381
6,MLP,mlp.down_proj,2.125,-1.703125,0.00926611,310.80856
7,Attention,self_attn.q_proj,5.875,-3.75,0.17612083,7.437886
7,Attention,self_attn.k_proj,5.875,-3.75,0.17612083,7.437886
7,Attention,self_attn.v_proj,5.875,-3.75,0.17612083,7.437886
7,Attention,self_attn.o_proj,1.65625,-1.2890625,0.046939816,10.655609
7,MLP,mlp.gate_proj,6.0625,-3.8125,0.19434917,6.6275473
7,MLP,mlp.up_proj,6.0625,-3.8125,0.19434917,6.6275473
7,MLP,mlp.down_proj,3.96875,-2.828125,0.014499462,273.97275
8,Attention,self_attn.q_proj,8.375,-4.21875,0.20278738,8.693745
8,Attention,self_attn.k_proj,8.375,-4.21875,0.20278738,8.693745
8,Attention,self_attn.v_proj,8.375,-4.21875,0.20278738,8.693745
8,Attention,self_attn.o_proj,1.625,-2.328125,0.057481192,10.245595
8,MLP,mlp.gate_proj,10.0,-4.34375,0.215505,9.726943
8,MLP,mlp.up_proj,10.0,-4.34375,0.215505,9.726943
8,MLP,mlp.down_proj,1.453125,-13.1875,0.015813464,12232.363
9,Attention,self_attn.q_proj,18.125,-4.59375,0.22458789,34.207584
9,Attention,self_attn.k_proj,18.125,-4.59375,0.22458789,34.207584
9,Attention,self_attn.v_proj,18.125,-4.59375,0.22458789,34.207584
9,Attention,self_attn.o_proj,1.8984375,-1.90625,0.05949257,9.439864
9,MLP,mlp.gate_proj,26.5,-4.6875,0.24199663,102.820366
9,MLP,mlp.up_proj,26.5,-4.6875,0.24199663,102.820366
9,MLP,mlp.down_proj,19.25,-3.6875,0.01912427,34305.945
10,Attention,self_attn.q_proj,42.0,-4.875,0.24304308,587.71155
10,Attention,self_attn.k_proj,42.0,-4.875,0.24304308,587.71155
10,Attention,self_attn.v_proj,42.0,-4.875,0.24304308,587.71155
10,Attention,self_attn.o_proj,2.25,-1.8125,0.058287382,10.938356
10,MLP,mlp.gate_proj,46.75,-5.09375,0.2585305,724.4557
10,MLP,mlp.up_proj,46.75,-5.09375,0.2585305,724.4557
10,MLP,mlp.down_proj,2.0625,-44.25,0.021381471,293809.94
11,Attention,self_attn.q_proj,60.5,-6.03125,0.25765485,1798.7375
11,Attention,self_attn.k_proj,60.5,-6.03125,0.25765485,1798.7375
11,Attention,self_attn.v_proj,60.5,-6.03125,0.25765485,1798.7375
11,Attention,self_attn.o_proj,2.296875,-1.828125,0.085804045,10.920013
11,MLP,mlp.gate_proj,61.5,-6.09375,0.27167636,1568.9497
11,MLP,mlp.up_proj,61.5,-6.09375,0.27167636,1568.9497
11,MLP,mlp.down_proj,11.4375,-15.9375,0.021614328,17037.785
12,Attention,self_attn.q_proj,64.5,-6.59375,0.2709785,1789.9093
12,Attention,self_attn.k_proj,64.5,-6.59375,0.2709785,1789.9093
12,Attention,self_attn.v_proj,64.5,-6.59375,0.2709785,1789.9093
12,Attention,self_attn.o_proj,3.671875,-4.46875,0.065834254,23.29723
12,MLP,mlp.gate_proj,65.0,-6.6875,0.28747052,1496.9476
12,MLP,mlp.up_proj,65.0,-6.6875,0.28747052,1496.9476
12,MLP,mlp.down_proj,7.0,-15.0,0.024375303,13714.857
13,Attention,self_attn.q_proj,69.5,-7.4375,0.2877454,1801.1998
13,Attention,self_attn.k_proj,69.5,-7.4375,0.2877454,1801.1998
13,Attention,self_attn.v_proj,69.5,-7.4375,0.2877454,1801.1998
13,Attention,self_attn.o_proj,21.0,-14.1875,0.14350986,213.29166
13,MLP,mlp.gate_proj,69.0,-7.34375,0.2992546,1557.1304
13,MLP,mlp.up_proj,69.0,-7.34375,0.2992546,1557.1304
13,MLP,mlp.down_proj,20.0,-17.75,0.026236871,20893.893
14,Attention,self_attn.q_proj,71.5,-7.90625,0.29506046,1746.4586
14,Attention,self_attn.k_proj,71.5,-7.90625,0.29506046,1746.4586
14,Attention,self_attn.v_proj,71.5,-7.90625,0.29506046,1746.4586
14,Attention,self_attn.o_proj,4.46875,-7.5625,0.10572105,17.629625
14,MLP,mlp.gate_proj,71.5,-7.9375,0.31302807,1455.311
14,MLP,mlp.up_proj,71.5,-7.9375,0.31302807,1455.311
14,MLP,mlp.down_proj,6.28125,-5.59375,0.02710186,352.06805
15,Attention,self_attn.q_proj,72.0,-8.125,0.30681935,1568.2733
15,Attention,self_attn.k_proj,72.0,-8.125,0.30681935,1568.2733
15,Attention,self_attn.v_proj,72.0,-8.125,0.30681935,1568.2733
15,Attention,self_attn.o_proj,9.25,-5.8125,0.07601512,101.15277
15,MLP,mlp.gate_proj,72.0,-8.25,0.32059115,1368.7705
15,MLP,mlp.up_proj,72.0,-8.25,0.32059115,1368.7705
15,MLP,mlp.down_proj,8.6875,-8.0625,0.027877316,1312.3584
16,Attention,self_attn.q_proj,72.5,-8.375,0.31785142,1401.5317
16,Attention,self_attn.k_proj,72.5,-8.375,0.31785142,1401.5317
16,Attention,self_attn.v_proj,72.5,-8.375,0.31785142,1401.5317
16,Attention,self_attn.o_proj,5.46875,-5.0625,0.069560476,30.408447
16,MLP,mlp.gate_proj,72.5,-8.3125,0.33760983,1170.0087
16,MLP,mlp.up_proj,72.5,-8.3125,0.33760983,1170.0087
16,MLP,mlp.down_proj,13.5,-35.25,0.030267285,51112.16
17,Attention,self_attn.q_proj,72.5,-8.5625,0.33845967,1144.5448
17,Attention,self_attn.k_proj,72.5,-8.5625,0.33845967,1144.5448
17,Attention,self_attn.v_proj,72.5,-8.5625,0.33845967,1144.5448
17,Attention,self_attn.o_proj,25.375,-1.7578125,0.07469592,2736.1196
17,MLP,mlp.gate_proj,72.5,-8.5625,0.34731215,1051.71
17,MLP,mlp.up_proj,72.5,-8.5625,0.34731215,1051.71
17,MLP,mlp.down_proj,43.5,-2.96875,0.030638287,80373.84
18,Attention,self_attn.q_proj,72.5,-8.5,0.35214993,995.9347
18,Attention,self_attn.k_proj,72.5,-8.5,0.35214993,995.9347
18,Attention,self_attn.v_proj,72.5,-8.5,0.35214993,995.9347
18,Attention,self_attn.o_proj,4.96875,-4.21875,0.08918342,17.549967
18,MLP,mlp.gate_proj,72.5,-8.375,0.37167022,837.1217
18,MLP,mlp.up_proj,72.5,-8.375,0.37167022,837.1217
18,MLP,mlp.down_proj,21.875,-6.21875,0.03606778,10788.953
19,Attention,self_attn.q_proj,72.5,-8.25,0.37640598,792.42224
19,Attention,self_attn.k_proj,72.5,-8.25,0.37640598,792.42224
19,Attention,self_attn.v_proj,72.5,-8.25,0.37640598,792.42224
19,Attention,self_attn.o_proj,5.84375,-11.75,0.102468364,134.10838
19,MLP,mlp.gate_proj,72.5,-8.375,0.3958383,664.4314
19,MLP,mlp.up_proj,72.5,-8.375,0.3958383,664.4314
19,MLP,mlp.down_proj,7.09375,-29.0,0.041554224,12015.104
20,Attention,self_attn.q_proj,72.0,-8.375,0.40719518,583.12836
20,Attention,self_attn.k_proj,72.0,-8.375,0.40719518,583.12836
20,Attention,self_attn.v_proj,72.0,-8.375,0.40719518,583.12836
20,Attention,self_attn.o_proj,4.625,-10.6875,0.1154756,39.890163
20,MLP,mlp.gate_proj,72.0,-8.3125,0.42281997,503.0642
20,MLP,mlp.up_proj,72.0,-8.3125,0.42281997,503.0642
20,MLP,mlp.down_proj,7.125,-9.4375,0.047303382,207.84802
21,Attention,self_attn.q_proj,69.0,-8.1875,0.4388153,370.89502
21,Attention,self_attn.k_proj,69.0,-8.1875,0.4388153,370.89502
21,Attention,self_attn.v_proj,69.0,-8.1875,0.4388153,370.89502
21,Attention,self_attn.o_proj,7.84375,-5.59375,0.10689315,67.83941
21,MLP,mlp.gate_proj,68.5,-8.25,0.45510677,317.85638
21,MLP,mlp.up_proj,68.5,-8.25,0.45510677,317.85638
21,MLP,mlp.down_proj,7.25,-6.09375,0.055739056,118.20159
22,Attention,self_attn.q_proj,63.5,-8.5625,0.4691697,207.7854
22,Attention,self_attn.k_proj,63.5,-8.5625,0.4691697,207.7854
22,Attention,self_attn.v_proj,63.5,-8.5625,0.4691697,207.7854
22,Attention,self_attn.o_proj,5.03125,-4.15625,0.110956855,15.197964
22,MLP,mlp.gate_proj,63.0,-8.75,0.48725396,175.89711
22,MLP,mlp.up_proj,63.0,-8.75,0.48725396,175.89711
22,MLP,mlp.down_proj,16.875,-9.4375,0.065498084,577.50934
23,Attention,self_attn.q_proj,55.25,-8.9375,0.4989945,94.10635
23,Attention,self_attn.k_proj,55.25,-8.9375,0.4989945,94.10635
23,Attention,self_attn.v_proj,55.25,-8.9375,0.4989945,94.10635
23,Attention,self_attn.o_proj,4.40625,-8.0625,0.1551784,10.57029
23,MLP,mlp.gate_proj,54.75,-9.25,0.5199474,77.72199
23,MLP,mlp.up_proj,54.75,-9.25,0.5199474,77.72199
23,MLP,mlp.down_proj,13.9375,-13.75,0.07947806,241.82039
24,Attention,self_attn.q_proj,49.0,-9.5,0.5436507,43.256996
24,Attention,self_attn.k_proj,49.0,-9.5,0.5436507,43.256996
24,Attention,self_attn.v_proj,49.0,-9.5,0.5436507,43.256996
24,Attention,self_attn.o_proj,6.625,-9.25,0.091844656,76.50561
24,MLP,mlp.gate_proj,48.75,-9.5,0.57207614,35.542225
24,MLP,mlp.up_proj,48.75,-9.5,0.57207614,35.542225
24,MLP,mlp.down_proj,29.5,-20.75,0.08550808,1062.9242
25,Attention,self_attn.q_proj,46.5,-9.8125,0.59763086,25.807074
25,Attention,self_attn.k_proj,46.5,-9.8125,0.59763086,25.807074
25,Attention,self_attn.v_proj,46.5,-9.8125,0.59763086,25.807074
25,Attention,self_attn.o_proj,4.71875,-5.75,0.08794544,27.736198
25,MLP,mlp.gate_proj,46.25,-9.9375,0.61825365,22.530783
25,MLP,mlp.up_proj,46.25,-9.9375,0.61825365,22.530783
25,MLP,mlp.down_proj,26.25,-23.875,0.09508169,644.2651
26,Attention,self_attn.q_proj,44.25,-10.125,0.6619259,15.229082
26,Attention,self_attn.k_proj,44.25,-10.125,0.6619259,15.229082
26,Attention,self_attn.v_proj,44.25,-10.125,0.6619259,15.229082
26,Attention,self_attn.o_proj,3.71875,-2.5625,0.082954176,16.139702
26,MLP,mlp.gate_proj,44.25,-10.4375,0.6804593,13.73522
26,MLP,mlp.up_proj,44.25,-10.4375,0.6804593,13.73522
26,MLP,mlp.down_proj,41.5,-42.25,0.11498904,1118.7073
27,Attention,self_attn.q_proj,42.5,-9.9375,0.73207146,9.409717
27,Attention,self_attn.k_proj,42.5,-9.9375,0.73207146,9.409717
27,Attention,self_attn.v_proj,42.5,-9.9375,0.73207146,9.409717
27,Attention,self_attn.o_proj,2.90625,-3.625,0.07700442,19.338322
27,MLP,mlp.gate_proj,42.5,-9.8125,0.7580799,8.178888
27,MLP,mlp.up_proj,42.5,-9.8125,0.7580799,8.178888
27,MLP,mlp.down_proj,27.75,-98.0,0.14204195,3172.137
28,Attention,self_attn.q_proj,41.75,-9.8125,0.8014476,6.3035917
28,Attention,self_attn.k_proj,41.75,-9.8125,0.8014476,6.3035917
28,Attention,self_attn.v_proj,41.75,-9.8125,0.8014476,6.3035917
28,Attention,self_attn.o_proj,4.375,-3.90625,0.09755713,20.894878
28,MLP,mlp.gate_proj,41.75,-9.6875,0.83275115,5.5329666
28,MLP,mlp.up_proj,41.75,-9.6875,0.83275115,5.5329666
28,MLP,mlp.down_proj,222.0,-116.0,0.2684832,4330.3604
29,Attention,self_attn.q_proj,39.75,-9.5625,0.8574203,5.152791
29,Attention,self_attn.k_proj,39.75,-9.5625,0.8574203,5.152791
29,Attention,self_attn.v_proj,39.75,-9.5625,0.8574203,5.152791
29,Attention,self_attn.o_proj,3.5625,-3.40625,0.08440336,19.964052
29,MLP,mlp.gate_proj,39.25,-13.375,0.8720379,6.207778
29,MLP,mlp.up_proj,39.25,-13.375,0.8720379,6.207778
29,MLP,mlp.down_proj,24.25,-23.375,0.25197852,104.554825
0,Attention,self_attn.q_proj,0.203125,-0.203125,0.02133334,0.15862465
0,Attention,self_attn.k_proj,0.203125,-0.203125,0.02133334,0.15862465
0,Attention,self_attn.v_proj,0.203125,-0.203125,0.02133334,0.15862465
0,Attention,self_attn.o_proj,0.40234375,-0.40234375,0.0037521548,180.14832
0,MLP,mlp.gate_proj,0.609375,-0.41796875,0.01778278,23.332178
0,MLP,mlp.up_proj,0.609375,-0.41796875,0.01778278,23.332178
0,MLP,mlp.down_proj,0.10839844,-0.03466797,0.00019565775,2115.4485
1,Attention,self_attn.q_proj,1.359375,-1.015625,0.032056384,17.432077
1,Attention,self_attn.k_proj,1.359375,-1.015625,0.032056384,17.432077
1,Attention,self_attn.v_proj,1.359375,-1.015625,0.032056384,17.432077
1,Attention,self_attn.o_proj,0.48046875,-0.40039062,0.0058879773,41.01282
1,MLP,mlp.gate_proj,1.4375,-1.0390625,0.03638784,15.042347
1,MLP,mlp.up_proj,1.4375,-1.0390625,0.03638784,15.042347
1,MLP,mlp.down_proj,0.55859375,-0.13964844,0.00054704706,16949.453
2,Attention,self_attn.q_proj,1.625,-1.578125,0.050800197,10.008088
2,Attention,self_attn.k_proj,1.625,-1.578125,0.050800197,10.008088
2,Attention,self_attn.v_proj,1.625,-1.578125,0.050800197,10.008088
2,Attention,self_attn.o_proj,0.515625,-1.3984375,0.0075226384,460.62317
2,MLP,mlp.gate_proj,1.6640625,-1.7578125,0.056967642,8.60104
2,MLP,mlp.up_proj,1.6640625,-1.7578125,0.056967642,8.60104
2,MLP,mlp.down_proj,0.24609375,-2.09375,0.001085593,160518.97
3,Attention,self_attn.q_proj,3.140625,-2.359375,0.07246501,7.689492
3,Attention,self_attn.k_proj,3.140625,-2.359375,0.07246501,7.689492
3,Attention,self_attn.v_proj,3.140625,-2.359375,0.07246501,7.689492
3,Attention,self_attn.o_proj,0.953125,-2.078125,0.009802126,996.6463
3,MLP,mlp.gate_proj,3.34375,-2.59375,0.07923955,7.2663126
3,MLP,mlp.up_proj,3.34375,-2.59375,0.07923955,7.2663126
3,MLP,mlp.down_proj,0.6953125,-0.43945312,0.0020662383,1134.2068
4,Attention,self_attn.q_proj,3.5625,-2.796875,0.10061248,6.095171
4,Attention,self_attn.k_proj,3.5625,-2.796875,0.10061248,6.095171
4,Attention,self_attn.v_proj,3.5625,-2.796875,0.10061248,6.095171
4,Attention,self_attn.o_proj,1.15625,-0.890625,0.013355673,106.801094
4,MLP,mlp.gate_proj,3.828125,-2.96875,0.1110754,5.5101347
4,MLP,mlp.up_proj,3.828125,-2.96875,0.1110754,5.5101347
4,MLP,mlp.down_proj,0.57421875,-1.328125,0.0035855218,771.7507
5,Attention,self_attn.q_proj,4.125,-3.03125,0.12754121,4.366499
5,Attention,self_attn.k_proj,4.125,-3.03125,0.12754121,4.366499
5,Attention,self_attn.v_proj,4.125,-3.03125,0.12754121,4.366499
5,Attention,self_attn.o_proj,1.3828125,-1.578125,0.025467545,30.200233
5,MLP,mlp.gate_proj,4.15625,-2.984375,0.13787769,4.849684
5,MLP,mlp.up_proj,4.15625,-2.984375,0.13787769,4.849684
5,MLP,mlp.down_proj,1.3828125,-1.8125,0.007197496,303.90787
6,Attention,self_attn.q_proj,4.875,-3.21875,0.1602406,4.995305
6,Attention,self_attn.k_proj,4.875,-3.21875,0.1602406,4.995305
6,Attention,self_attn.v_proj,4.875,-3.21875,0.1602406,4.995305
6,Attention,self_attn.o_proj,1.5390625,-1.53125,0.04670657,11.991188
6,MLP,mlp.gate_proj,5.3125,-3.5625,0.18019466,5.694668
6,MLP,mlp.up_proj,5.3125,-3.5625,0.18019466,5.694668
6,MLP,mlp.down_proj,2.765625,-1.828125,0.01166007,336.9952
7,Attention,self_attn.q_proj,5.875,-3.890625,0.19548541,5.52351
7,Attention,self_attn.k_proj,5.875,-3.890625,0.19548541,5.52351
7,Attention,self_attn.v_proj,5.875,-3.890625,0.19548541,5.52351
7,Attention,self_attn.o_proj,1.625,-1.703125,0.0507773,11.779591
7,MLP,mlp.gate_proj,6.0625,-4.1875,0.21582659,5.421752
7,MLP,mlp.up_proj,6.0625,-4.1875,0.21582659,5.421752
7,MLP,mlp.down_proj,2.765625,-3.0625,0.017934578,160.74725
8,Attention,self_attn.q_proj,7.96875,-4.5,0.22240204,6.8250656
8,Attention,self_attn.k_proj,7.96875,-4.5,0.22240204,6.8250656
8,Attention,self_attn.v_proj,7.96875,-4.5,0.22240204,6.8250656
8,Attention,self_attn.o_proj,1.625,-1.8125,0.063667335,8.9308195
8,MLP,mlp.gate_proj,9.375,-4.875,0.23481822,8.553842
8,MLP,mlp.up_proj,9.375,-4.875,0.23481822,8.553842
8,MLP,mlp.down_proj,1.765625,-10.75,0.018502802,4040.1162
9,Attention,self_attn.q_proj,17.5,-5.1875,0.24149473,23.470833
9,Attention,self_attn.k_proj,17.5,-5.1875,0.24149473,23.470833
9,Attention,self_attn.v_proj,17.5,-5.1875,0.24149473,23.470833
9,Attention,self_attn.o_proj,1.8984375,-2.171875,0.06671799,9.881507
9,MLP,mlp.gate_proj,26.0,-5.375,0.2604992,68.534904
9,MLP,mlp.up_proj,26.0,-5.375,0.2604992,68.534904
9,MLP,mlp.down_proj,17.25,-3.46875,0.022779686,15701.747
10,Attention,self_attn.q_proj,41.5,-5.53125,0.2608348,381.09283
10,Attention,self_attn.k_proj,41.5,-5.53125,0.2608348,381.09283
10,Attention,self_attn.v_proj,41.5,-5.53125,0.2608348,381.09283
10,Attention,self_attn.o_proj,2.140625,-1.7734375,0.06672689,10.037393
10,MLP,mlp.gate_proj,46.0,-5.625,0.27783272,464.08582
10,MLP,mlp.up_proj,46.0,-5.625,0.27783272,464.08582
10,MLP,mlp.down_proj,2.234375,-40.5,0.025514977,159615.5
11,Attention,self_attn.q_proj,60.0,-6.03125,0.27456737,1187.4049
11,Attention,self_attn.k_proj,60.0,-6.03125,0.27456737,1187.4049
11,Attention,self_attn.v_proj,60.0,-6.03125,0.27456737,1187.4049
11,Attention,self_attn.o_proj,1.8984375,-2.1875,0.096479565,8.495578
11,MLP,mlp.gate_proj,60.5,-6.09375,0.28960067,1020.603
11,MLP,mlp.up_proj,60.5,-6.09375,0.28960067,1020.603
11,MLP,mlp.down_proj,10.75,-15.25,0.024842652,9751.974
12,Attention,self_attn.q_proj,62.5,-6.5,0.28636014,1207.1237
12,Attention,self_attn.k_proj,62.5,-6.5,0.28636014,1207.1237
12,Attention,self_attn.v_proj,62.5,-6.5,0.28636014,1207.1237
12,Attention,self_attn.o_proj,4.0625,-4.5625,0.074597724,16.681154
12,MLP,mlp.gate_proj,62.75,-6.5625,0.30468118,988.51227
12,MLP,mlp.up_proj,62.75,-6.5625,0.30468118,988.51227
12,MLP,mlp.down_proj,6.0625,-14.375,0.028189983,7410.108
13,Attention,self_attn.q_proj,66.5,-7.25,0.30393925,1201.5076
13,Attention,self_attn.k_proj,66.5,-7.25,0.30393925,1201.5076
13,Attention,self_attn.v_proj,66.5,-7.25,0.30393925,1201.5076
13,Attention,self_attn.o_proj,21.125,-14.8125,0.15030856,177.99034
13,MLP,mlp.gate_proj,66.0,-7.15625,0.31462386,1042.7747
13,MLP,mlp.up_proj,66.0,-7.15625,0.31462386,1042.7747
13,MLP,mlp.down_proj,20.0,-16.875,0.030151157,13752.739
14,Attention,self_attn.q_proj,68.0,-7.75,0.3091697,1188.908
14,Attention,self_attn.k_proj,68.0,-7.75,0.3091697,1188.908
14,Attention,self_attn.v_proj,68.0,-7.75,0.3091697,1188.908
14,Attention,self_attn.o_proj,4.34375,-7.40625,0.1148796,14.70731
14,MLP,mlp.gate_proj,68.0,-7.78125,0.3289475,974.14935
14,MLP,mlp.up_proj,68.0,-7.78125,0.3289475,974.14935
14,MLP,mlp.down_proj,6.21875,-5.53125,0.031066054,243.24367
15,Attention,self_attn.q_proj,69.0,-8.0625,0.32204652,1062.0295
15,Attention,self_attn.k_proj,69.0,-8.0625,0.32204652,1062.0295
15,Attention,self_attn.v_proj,69.0,-8.0625,0.32204652,1062.0295
15,Attention,self_attn.o_proj,8.125,-5.03125,0.08603294,53.66379
15,MLP,mlp.gate_proj,69.0,-8.125,0.34013605,886.4661
15,MLP,mlp.up_proj,69.0,-8.125,0.34013605,886.4661
15,MLP,mlp.down_proj,8.75,-7.03125,0.032667994,722.54517
16,Attention,self_attn.q_proj,69.5,-8.1875,0.33772928,905.052
16,Attention,self_attn.k_proj,69.5,-8.1875,0.33772928,905.052
16,Attention,self_attn.v_proj,69.5,-8.1875,0.33772928,905.052
16,Attention,self_attn.o_proj,6.28125,-4.46875,0.07378915,26.768929
16,MLP,mlp.gate_proj,69.5,-8.1875,0.35720193,754.459
16,MLP,mlp.up_proj,69.5,-8.1875,0.35720193,754.459
16,MLP,mlp.down_proj,13.6875,-35.0,0.035095718,35728.08
